Ticker,calendar_qtr_x,public_date,EV/EBITDA,P/E Ratio,P/S Ratio,Net Margin,EBITDA Margin,Return on Assets,Return on Equity,Debt-to-Equity,Interest Coverage,Quick Ratio,Current Ratio,Asset Turnover,Price-to-Book,date,Current Volume,predicted_volume
CSCO,2011Q2,2011-04-30,13.341,13.374,2.275,0.179,0.261,0.14,0.174,0.807,12.876,2.664,2.741,0.526,2.112,2011-04-29,137520655.0,46914251.0
LRCX,2011Q2,2011-04-30,6.183,0.901,2.002,0.225,0.284,0.354,0.393,0.408,1013.6,2.585,3.116,1.156,2.885,2011-04-29,2762378.0,1538788.0
NFLX,2011Q2,2011-04-30,30.129,78.605,5.647,0.074,0.146,0.38,0.657,2.385,14.14,1.184,1.65,2.603,27.138,2011-04-29,3218679.0,5349000.0
TISI,2011Q3,2011-07-31,9.251,20.265,1.028,0.052,0.112,0.183,0.137,0.714,16.462,2.828,3.185,1.638,2.429,2011-07-29,83422.0,151465.0
AMZN,2011Q3,2011-07-31,33.75,4.816,2.735,0.029,0.057,0.146,0.17,1.352,32.886,1.082,1.437,2.373,13.748,2011-07-29,5516378.0,6180748.0
IBM,2011Q3,2011-07-31,8.384,15.256,2.137,0.149,0.239,0.226,0.68,3.904,20.722,1.155,1.222,0.93,9.58,2011-07-29,6667400.0,5845900.0
AMD,2011Q3,2011-07-31,9.273,7.726,0.772,0.111,0.128,0.169,0.912,4.01,2.333,1.741,2.133,1.325,3.239,2011-07-29,20881800.0,23194000.0
HPQ,2011Q3,2011-07-31,6.501,8.62,0.57,0.072,0.141,0.15,0.207,1.948,28.791,0.975,1.115,1.045,1.564,2011-07-29,20456800.0,15745400.0
MSFT,2011Q3,2011-07-31,7.538,10.873,3.346,0.318,0.433,0.335,0.459,0.895,113.109,2.365,2.403,0.742,4.202,2011-07-29,104552194.0,62025917.0
CSCO,2011Q3,2011-07-31,11.983,12.575,2.025,0.168,0.26,0.138,0.161,0.807,13.422,2.824,2.905,0.522,1.84,2011-07-29,66936773.0,60738794.0
ADBE,2011Q3,2011-07-31,11.859,14.739,3.38,0.238,0.358,0.179,0.181,0.552,17.445,3.24,3.24,0.495,2.483,2011-07-29,8157416.0,6965615.0
INTC,2011Q3,2011-07-31,5.083,10.243,2.54,0.264,0.477,0.371,0.258,0.298,341.7,2.542,2.93,0.748,2.387,2011-07-29,52043657.0,51843867.0
KLAC,2011Q3,2011-07-31,6.534,10.237,2.34,0.233,0.376,0.27,0.286,0.699,18.323,3.264,3.869,0.688,2.488,2011-07-29,4758852.0,3729369.0
LRCX,2011Q3,2011-07-31,6.495,0.695,1.588,0.232,0.284,0.347,0.4,0.392,1867.99,2.722,3.255,1.134,2.175,2011-07-29,4640929.0,3558721.0
NVDA,2011Q3,2011-07-31,16.316,0.843,2.383,0.072,0.168,0.148,0.084,0.374,125.566,2.992,3.424,0.83,2.384,2011-07-29,17068747.0,25669648.0
NFLX,2011Q3,2011-07-31,25.593,10.919,5.853,0.079,0.151,0.466,0.938,2.784,16.539,1.116,1.584,2.7,26.55,2011-07-29,3481881.0,3872664.0
VMW,2011Q3,2011-07-31,45.454,105.621,3.977,0.132,0.24,0.123,0.117,0.756,116.729,2.451,2.451,0.477,3.046,2011-07-29,1880000.0,2153300.0
MU,2011Q3,2011-07-31,3.682,11.887,0.809,0.07,0.319,0.201,0.079,0.555,6.378,1.516,2.239,0.627,0.862,2011-07-29,45038002.0,38122065.0
ADI,2011Q3,2011-07-31,9.242,12.028,3.425,0.293,0.403,0.286,0.281,0.38,89.508,5.61,6.071,0.662,2.876,2011-07-29,3756700.0,4381400.0
ONNN,2011Q3,2011-07-31,8.489,14.483,1.479,0.1,0.204,0.201,0.212,1.275,5.699,1.343,1.908,0.866,2.582,2011-07-29,7053867.0,7563465.0
DELL,2011Q3,2011-07-31,6.289,9.725,0.483,0.053,0.086,0.144,0.487,4.228,20.318,1.38,1.448,1.62,3.558,2011-07-29,22498631.0,19324382.0
ORCL,2011Q3,2011-07-31,12.292,18.311,4.349,0.24,0.432,0.228,0.241,0.837,15.604,2.739,2.76,0.527,3.889,2011-07-29,38423129.0,38841348.0
ANSS,2011Q3,2011-07-31,15.275,29.08,7.75,0.271,0.487,0.144,0.107,0.403,62.218,2.176,2.176,0.288,2.833,2011-07-29,369119.0,478324.0
INTU,2011Q3,2011-07-31,12.64,23.234,3.699,0.169,0.327,0.241,0.243,0.965,16.733,1.52,1.52,0.734,4.976,2011-07-29,4217598.0,3347580.0
CDNS,2011Q3,2011-07-31,21.85,18.782,2.836,0.148,0.124,0.074,0.677,5.727,0.791,1.43,1.489,0.564,9.338,2011-07-29,10277827.0,4125577.0
QCOM,2011Q3,2011-07-31,14.521,21.069,7.38,0.344,0.418,0.174,0.204,0.414,47.697,2.569,2.682,0.399,3.686,2011-07-29,15673811.0,17261878.0
CRM,2011Q3,2011-07-31,109.455,106.404,10.857,0.026,0.084,0.055,0.039,1.292,2.095,0.935,0.935,0.612,15.432,2011-07-29,1753500.0,1913100.0
TSLA,2011Q3,2011-07-31,-15.849,-1.021,20.213,-1.199,-1.077,-0.6,-0.484,1.157,-115.04,1.869,2.359,0.445,17.469,2011-07-29,966755.0,1176959.0
GOOG,2011Q3,2011-07-31,14.381,1.172,4.931,0.268,0.39,0.24,0.198,0.225,2076.2,4.746,4.746,0.568,3.142,2011-07-29,4404443.0,4266067.0
AKAM,2011Q3,2011-07-31,19.761,25.766,4.251,0.171,0.388,0.184,0.091,0.095,263.279,4.865,4.865,0.461,2.038,2011-07-29,8706981.0,6792467.0
INTU,2011Q4,2011-10-31,11.766,26.835,4.162,0.165,0.332,0.248,0.233,0.953,17.283,1.249,1.249,0.747,6.126,2011-10-31,2047467.0,2962507.0
LRCX,2011Q4,2011-10-31,7.01,7.425,1.587,0.224,0.274,0.271,0.342,0.643,150.904,4.209,4.789,0.989,2.081,2011-10-31,2505655.0,2665631.0
HPQ,2011Q4,2011-10-31,6.209,6.246,0.412,0.073,0.138,0.145,0.206,2.045,26.101,0.986,1.127,1.039,1.185,2011-10-31,16621400.0,19231000.0
KLAC,2011Q4,2011-10-31,6.058,10.105,2.472,0.25,0.39,0.289,0.311,0.634,21.493,3.515,4.168,0.74,2.743,2011-10-31,3586894.0,3762103.0
CDNS,2011Q4,2011-10-31,20.428,24.065,2.909,0.119,0.141,0.084,0.476,4.932,1.234,1.205,1.256,0.582,9.099,2011-10-31,4528782.0,4082080.0
TSLA,2011Q4,2011-10-31,-14.416,-0.96,17.532,-1.111,-1.04,-0.558,-0.811,0.91,-97.879,2.292,2.759,0.388,8.791,2011-10-31,1159624.0,652286.0
QCOM,2011Q4,2011-10-31,15.698,19.326,6.477,0.332,0.411,0.176,0.201,0.378,41.759,2.721,2.856,0.41,3.302,2011-10-31,21903584.0,23279207.0
CSCO,2011Q4,2011-10-31,9.667,15.838,2.303,0.15,0.248,0.127,0.141,0.844,13.705,3.184,3.269,0.514,2.096,2011-10-31,50789330.0,67966073.0
ANSS,2011Q4,2011-10-31,15.651,29.543,8.013,0.276,0.491,0.147,0.11,0.395,75.558,2.26,2.26,0.289,2.937,2011-10-31,468970.0,538639.0
AMD,2011Q4,2011-10-31,9.54,5.349,0.624,0.128,0.123,0.162,0.841,3.143,2.347,1.844,2.266,1.291,2.456,2011-10-31,19385800.0,45416300.0
VMW,2011Q4,2011-10-31,46.104,76.367,3.6,0.166,0.246,0.127,0.149,0.756,137.074,2.442,2.442,0.483,2.771,2011-10-31,1201900.0,1779100.0
ONNN,2011Q4,2011-10-31,10.109,15.449,1.152,0.074,0.173,0.169,0.162,1.403,4.782,1.298,1.88,0.858,2.146,2011-10-31,7813670.0,8932261.0
ORCL,2011Q4,2011-10-31,10.582,18.619,4.53,0.248,0.441,0.235,0.251,0.85,16.52,2.747,2.768,0.517,4.043,2011-10-31,29012892.0,31752919.0
DELL,2011Q4,2011-10-31,6.118,8.455,0.459,0.058,0.092,0.15,0.492,4.023,19.983,1.425,1.493,1.572,3.404,2011-10-31,15854908.0,25355289.0
NVDA,2011Q4,2011-10-31,13.701,0.407,2.437,0.146,0.204,0.18,0.174,0.363,125.566,3.076,3.472,0.824,2.43,2011-10-31,13146868.0,19977129.0
NFLX,2011Q4,2011-10-31,28.058,2.976,1.622,0.08,0.151,0.453,0.914,3.042,18.192,0.907,1.473,2.408,12.901,2011-10-31,5896908.0,4961250.0
ADI,2011Q4,2011-10-31,9.423,12.524,3.594,0.296,0.408,0.273,0.273,0.395,71.163,6.132,6.613,0.63,2.946,2011-10-31,3337100.0,4181900.0
AKAM,2011Q4,2011-10-31,17.818,26.94,4.432,0.175,0.398,0.189,0.091,0.086,746.4,5.301,5.301,0.465,2.17,2011-10-31,5654958.0,6096454.0
AMZN,2011Q4,2011-10-31,37.881,4.703,2.411,0.026,0.054,0.139,0.157,1.389,27.86,1.047,1.411,2.377,12.504,2011-10-31,7706017.0,8959877.0
ADBE,2011Q4,2011-10-31,11.806,16.071,3.545,0.228,0.348,0.173,0.173,0.543,17.107,3.246,3.246,0.489,2.526,2011-10-31,12988184.0,12477970.0
TISI,2011Q4,2011-10-31,8.501,171.301,0.9,0.054,0.115,0.201,0.151,0.671,20.416,3.072,3.509,1.626,2.19,2011-10-31,117994.0,102326.0
MSFT,2011Q4,2011-10-31,7.734,9.9,3.203,0.331,0.425,0.305,0.441,0.904,92.071,2.556,2.604,0.718,3.827,2011-10-31,46906762.0,61365862.0
CRM,2011Q4,2011-10-31,143.46,166.462,9.319,0.015,0.065,0.043,0.023,1.315,0.539,0.792,0.792,0.626,12.724,2011-10-31,1964600.0,3250000.0
MU,2011Q4,2011-10-31,3.18,32.882,0.628,0.019,0.282,0.168,0.02,0.579,2.757,1.513,2.352,0.597,0.651,2011-10-31,23783615.0,30327217.0
INTC,2011Q4,2011-10-31,5.092,11.054,2.58,0.253,0.463,0.363,0.252,0.322,192.337,2.288,2.67,0.759,2.453,2011-10-31,44070220.0,68213662.0
GOOG,2011Q4,2011-10-31,14.173,1.069,4.552,0.27,0.383,0.233,0.201,0.24,2076.2,4.789,4.789,0.565,2.911,2011-10-31,2769815.0,3351391.0
IBM,2011Q4,2011-10-31,8.733,15.011,2.081,0.147,0.237,0.227,0.688,3.904,21.215,1.132,1.197,0.936,9.409,2011-10-31,4710000.0,5883300.0
IBM,2012Q1,2012-01-31,8.953,15.213,2.099,0.147,0.238,0.227,0.683,3.934,21.266,1.133,1.199,0.946,10.023,2012-01-31,4827900.0,5089200.0
ADI,2012Q1,2012-01-31,9.878,14.025,3.895,0.288,0.399,0.248,0.246,0.391,56.129,7.793,8.355,0.623,3.071,2012-01-31,2494500.0,3186300.0
AKAM,2012Q1,2012-01-31,14.185,31.911,5.11,0.173,0.398,0.19,0.089,0.08,1909.57,6.017,6.017,0.475,2.696,2012-01-31,3017147.0,4718376.0
ORCL,2012Q1,2012-01-31,10.692,15.586,3.863,0.255,0.446,0.232,0.245,0.799,17.348,2.989,3.01,0.51,3.382,2012-01-31,32900803.0,38767077.0
AMZN,2012Q1,2012-01-31,42.025,5.117,2.03,0.02,0.048,0.125,0.123,1.443,21.732,1.0,1.373,2.399,11.394,2012-01-31,13339281.0,22184018.0
INTU,2012Q1,2012-01-31,12.412,27.532,4.274,0.166,0.337,0.255,0.25,1.02,17.617,1.259,1.259,0.766,7.05,2012-01-31,2906577.0,2580111.0
INTC,2012Q1,2012-01-31,4.941,11.291,2.562,0.247,0.455,0.367,0.257,0.385,170.837,2.048,2.415,0.777,2.703,2012-01-31,45453214.0,46448263.0
ANSS,2012Q1,2012-01-31,15.454,31.342,8.502,0.276,0.488,0.149,0.112,0.381,83.969,2.19,2.19,0.297,3.112,2012-01-31,381385.0,360453.0
QCOM,2012Q1,2012-01-31,13.951,21.785,6.835,0.314,0.408,0.177,0.191,0.351,42.825,2.558,2.702,0.435,3.691,2012-01-31,13884621.0,28095778.0
ONNN,2012Q1,2012-01-31,10.149,45.789,1.207,0.025,0.161,0.152,0.056,1.535,4.549,1.25,1.836,0.862,2.578,2012-01-31,6141661.0,7235979.0
MSFT,2012Q1,2012-01-31,7.664,10.738,3.484,0.33,0.422,0.306,0.447,0.869,79.209,2.635,2.69,0.697,4.1,2012-01-31,50685670.0,67556405.0
ADBE,2012Q1,2012-01-31,10.368,18.758,3.625,0.198,0.343,0.169,0.148,0.555,17.88,3.015,3.015,0.492,2.562,2012-01-31,3881130.0,4775754.0
CRM,2012Q1,2012-01-31,185.069,636.364,7.595,0.002,0.049,0.033,0.003,1.299,-0.946,0.685,0.685,0.636,10.601,2012-01-31,1330100.0,1879300.0
MU,2012Q1,2012-01-31,4.497,-39.974,0.87,-0.02,0.263,0.156,-0.021,0.544,0.826,1.531,2.379,0.596,0.907,2012-01-31,21821774.0,26939769.0
DELL,2012Q1,2012-01-31,6.118,8.881,0.501,0.059,0.094,0.148,0.467,3.89,18.869,1.41,1.478,1.524,3.573,2012-01-31,20345295.0,22590790.0
GOOG,2012Q1,2012-01-31,13.497,0.989,4.184,0.268,0.376,0.228,0.201,0.247,2076.2,5.036,5.036,0.568,2.716,2012-01-31,2319037.0,2521771.0
NFLX,2012Q1,2012-01-31,24.533,3.903,2.277,0.081,0.148,0.392,0.872,3.35,19.654,0.727,1.369,2.088,17.153,2012-01-31,12373473.0,7731921.0
LRCX,2012Q1,2012-01-31,8.109,0.884,1.641,0.193,0.248,0.242,0.275,0.515,47.744,3.597,4.159,0.887,2.136,2012-01-31,3669735.0,5350969.0
KLAC,2012Q1,2012-01-31,5.976,10.495,2.591,0.253,0.388,0.295,0.322,0.633,21.74,3.545,4.233,0.737,2.904,2012-01-31,4130933.0,2676084.0
CDNS,2012Q1,2012-01-31,17.538,117.333,2.64,0.022,0.162,0.099,0.081,4.68,1.966,1.171,1.225,0.599,7.646,2012-01-31,5217591.0,2722226.0
TSLA,2012Q1,2012-01-31,-13.617,-0.846,15.117,-1.115,-1.03,-0.46,-0.951,1.103,-79.359,2.224,2.63,0.376,10.339,2012-01-31,981129.0,540862.0
NVDA,2012Q1,2012-01-31,12.624,0.352,2.3,0.162,0.219,0.192,0.19,0.342,125.566,3.218,3.591,0.82,2.232,2012-01-31,9031459.0,10789654.0
VMW,2012Q1,2012-01-31,42.227,61.255,3.185,0.182,0.249,0.129,0.164,0.764,171.637,2.417,2.417,0.485,2.53,2012-01-31,1537600.0,1875400.0
CSCO,2012Q1,2012-01-31,10.373,17.083,2.416,0.145,0.257,0.134,0.137,0.823,14.2,3.099,3.187,0.512,2.239,2012-01-31,40693545.0,57163278.0
TXN,2012Q1,2012-01-31,8.022,13.492,2.678,0.208,0.351,0.344,0.273,0.507,82.905,2.801,3.554,0.854,3.123,2012-01-31,12136094.0,11955563.0
AMD,2012Q1,2012-01-31,9.083,4.793,0.717,0.16,0.121,0.158,0.864,2.464,2.591,1.833,2.229,1.265,2.681,2012-01-31,17477500.0,14672400.0
HPQ,2012Q1,2012-01-31,5.001,8.428,0.436,0.056,0.131,0.132,0.158,2.343,21.294,0.863,1.011,1.002,1.268,2012-01-31,13751600.0,14961000.0
TISI,2012Q1,2012-01-31,8.498,188.323,1.009,0.056,0.117,0.199,0.153,0.651,20.445,3.136,3.565,1.646,2.479,2012-01-31,72100.0,141400.0
ADBE,2012Q2,2012-04-30,11.238,21.506,3.931,0.185,0.344,0.17,0.138,0.538,17.685,3.178,3.178,0.484,2.667,2012-04-30,2745916.0,2648796.0
TXN,2012Q2,2012-04-30,8.62,16.989,2.669,0.163,0.328,0.265,0.203,0.872,82.905,1.726,2.237,0.808,3.162,2012-04-30,8749307.0,8302202.0
INTC,2012Q2,2012-04-30,5.358,11.881,2.646,0.24,0.444,0.357,0.262,0.549,93.885,1.81,2.151,0.804,2.944,2012-04-30,28905161.0,43164393.0
CRM,2012Q2,2012-04-30,140.563,-294.0,9.413,-0.005,0.052,0.032,-0.008,1.574,-1.109,0.72,0.72,0.625,12.805,2012-04-30,991200.0,1387200.0
QCOM,2012Q2,2012-04-30,14.608,23.127,6.887,0.298,0.394,0.183,0.187,0.339,44.325,2.779,2.928,0.445,3.842,2012-04-30,8779098.0,10936778.0
HPQ,2012Q2,2012-04-30,6.015,8.749,0.392,0.048,0.125,0.125,0.131,2.193,16.575,0.939,1.088,0.988,1.109,2012-04-30,9249900.0,15578600.0
MU,2012Q2,2012-04-30,4.607,-11.982,0.773,-0.063,0.249,0.145,-0.063,0.562,-1.023,1.599,2.505,0.585,0.817,2012-04-30,19154715.0,29356585.0
NFLX,2012Q2,2012-04-30,9.964,19.264,1.388,0.071,0.134,0.212,0.485,3.775,19.229,0.744,1.495,1.582,6.921,2012-04-30,7745676.0,4818325.0
LRCX,2012Q2,2012-04-30,10.122,1.255,1.774,0.146,0.208,0.168,0.178,0.564,21.308,4.124,4.723,0.749,2.035,2012-04-30,1473872.0,2091514.0
INTU,2012Q2,2012-04-30,12.082,26.113,4.24,0.173,0.348,0.275,0.276,1.028,19.017,1.188,1.188,0.79,7.658,2012-04-30,2160772.0,1674313.0
KLAC,2012Q2,2012-04-30,6.849,11.769,2.756,0.239,0.37,0.263,0.277,0.608,19.861,3.654,4.376,0.688,2.939,2012-04-30,2020429.0,1731283.0
CDNS,2012Q2,2012-04-30,15.861,43.222,2.787,0.063,0.179,0.118,0.21,3.284,2.86,1.005,1.048,0.658,7.796,2012-04-30,1969388.0,2156144.0
TSLA,2012Q2,2012-04-30,-13.921,-13.095,17.067,-1.246,-1.148,-0.427,-2.271,2.184,-48.899,1.687,1.949,0.372,15.558,2012-04-30,431305.0,681013.0
ORCL,2012Q2,2012-04-30,10.164,15.474,3.955,0.263,0.452,0.232,0.244,0.771,18.043,3.072,3.091,0.502,3.412,2012-04-30,18649994.0,19984818.0
GOOG,2012Q2,2012-04-30,15.204,20.324,4.148,0.257,0.371,0.216,0.186,0.248,211.069,5.919,5.919,0.581,2.691,2012-04-30,2612044.0,2192983.0
NVDA,2012Q2,2012-04-30,10.301,13.83,2.012,0.145,0.22,0.175,0.155,0.339,218.803,3.834,4.199,0.796,1.88,2012-04-30,6610172.0,10188078.0
ANSS,2012Q2,2012-04-30,16.337,35.115,9.035,0.261,0.481,0.145,0.104,0.396,82.054,1.687,1.687,0.302,3.366,2012-04-30,349145.0,560487.0
VMW,2012Q2,2012-04-30,35.139,66.5,3.765,0.192,0.27,0.131,0.168,0.82,188.836,2.364,2.364,0.487,2.974,2012-04-30,1624300.0,1287400.0
AMD,2012Q2,2012-04-30,7.807,10.985,0.784,0.075,0.113,0.149,0.38,2.116,2.75,1.552,1.82,1.324,3.237,2012-04-30,13328200.0,18850000.0
ONNN,2012Q2,2012-04-30,9.966,275.333,1.09,0.003,0.137,0.138,0.008,1.628,3.833,1.168,1.668,1.012,2.525,2012-04-30,3730848.0,3901678.0
DELL,2012Q2,2012-04-30,6.971,8.707,0.465,0.056,0.092,0.137,0.413,3.994,17.004,1.275,1.338,1.493,3.151,2012-04-30,7331994.0,10697423.0
ADI,2012Q2,2012-04-30,10.841,15.286,3.986,0.269,0.384,0.22,0.217,0.404,43.546,7.487,8.034,0.556,3.02,2012-04-30,2088745.0,1461578.0
MSFT,2012Q2,2012-04-30,7.582,11.6,3.733,0.326,0.415,0.293,0.421,0.829,73.779,2.727,2.786,0.673,4.125,2012-04-30,35817937.0,43628668.0
AMZN,2012Q2,2012-04-30,40.03,169.27,2.173,0.013,0.042,0.091,0.086,2.259,13.338,0.839,1.174,2.182,13.469,2012-04-30,10141033.0,6996964.0
CSCO,2012Q2,2012-04-30,9.379,15.746,2.419,0.156,0.271,0.142,0.149,0.827,16.219,3.245,3.335,0.514,2.203,2012-04-30,36464227.0,31583765.0
IBM,2012Q2,2012-04-30,9.517,15.856,2.234,0.148,0.241,0.224,0.719,4.777,19.707,1.147,1.209,0.93,11.547,2012-04-30,2773200.0,2715900.0
TISI,2012Q2,2012-04-30,8.789,202.945,0.987,0.05,0.114,0.196,0.138,0.651,20.034,3.225,3.652,1.648,2.459,2012-04-30,97900.0,78500.0
ONNN,2012Q3,2012-07-31,9.97,-124.6,0.953,0.001,0.154,0.127,0.003,1.611,4.103,1.176,1.717,0.836,2.067,2012-07-31,7337013.0,4524581.0
QCOM,2012Q3,2012-07-31,15.217,20.867,5.854,0.284,0.369,0.179,0.185,0.326,48.009,2.811,2.962,0.461,3.189,2012-07-31,12358468.0,8587296.0
GOOG,2012Q3,2012-07-31,12.976,0.96,4.148,0.271,0.37,0.222,0.202,0.251,173.446,5.832,5.832,0.564,2.67,2012-07-31,2042842.0,2011607.0
INTU,2012Q3,2012-07-31,11.677,23.975,4.186,0.181,0.352,0.283,0.296,0.98,20.912,1.22,1.22,0.824,6.043,2012-07-31,1335997.0,1571889.0
CDNS,2012Q3,2012-07-31,13.892,34.914,2.8,0.081,0.202,0.132,0.274,3.615,3.724,1.068,1.114,0.658,7.291,2012-07-31,4078974.0,3859074.0
NVDA,2012Q3,2012-07-31,10.685,0.408,2.118,0.128,0.204,0.16,0.13,0.318,218.803,3.595,3.962,0.747,1.897,2012-07-31,9752616.0,8413005.0
CSCO,2012Q3,2012-07-31,9.241,11.815,1.854,0.161,0.278,0.145,0.154,0.817,17.012,3.283,3.372,0.514,1.645,2012-07-31,33664002.0,46983354.0
MU,2012Q3,2012-07-31,4.965,-6.606,0.746,-0.109,0.214,0.126,-0.111,0.615,-2.721,1.647,2.575,0.59,0.809,2012-07-31,50848627.0,23231066.0
ADI,2012Q3,2012-07-31,11.646,16.991,4.168,0.252,0.368,0.197,0.189,0.389,35.509,7.693,8.252,0.527,2.969,2012-07-31,2655956.0,3109551.0
ORCL,2012Q3,2012-07-31,8.62,15.408,3.972,0.269,0.457,0.224,0.239,0.784,18.351,2.591,2.601,0.489,3.371,2012-07-31,21031386.0,17417914.0
TISI,2012Q3,2012-07-31,8.291,19.585,0.994,0.053,0.119,0.196,0.141,0.662,23.871,3.141,3.547,1.643,2.468,2012-07-31,49500.0,63000.0
DELL,2012Q3,2012-07-31,7.113,6.75,0.338,0.052,0.087,0.127,0.369,3.861,15.245,1.319,1.387,1.434,2.221,2012-07-31,11843608.0,10600172.0
NFLX,2012Q3,2012-07-31,23.975,2.725,0.941,0.048,0.097,0.17,0.393,3.97,13.951,0.634,1.385,1.331,4.759,2012-07-31,2526049.0,4915510.0
WDC,2012Q3,2012-07-31,4.343,9.292,0.966,0.101,0.205,0.258,0.183,0.585,111.895,2.006,2.286,1.041,1.319,2012-07-31,5576855.0,3836945.0
AMZN,2012Q3,2012-07-31,40.574,9.64,2.052,0.011,0.044,0.113,0.073,1.703,12.149,0.863,1.246,2.489,14.505,2012-07-31,3610356.0,2684584.0
TSLA,2012Q3,2012-07-31,-12.238,-0.637,15.595,-1.593,-1.485,-0.446,-1.142,1.764,-47.954,1.879,2.169,0.263,18.788,2012-07-31,1580991.0,1618312.0
ADBE,2012Q3,2012-07-31,10.66,19.923,3.503,0.179,0.344,0.171,0.133,0.536,18.114,3.126,3.126,0.482,2.391,2012-07-31,2728512.0,2805349.0
AMD,2012Q3,2012-07-31,7.743,-4.892,0.435,-0.093,0.129,0.163,-0.37,2.385,3.137,1.514,1.821,1.282,2.707,2012-07-31,13541800.0,16230300.0
TXN,2012Q3,2012-07-31,9.792,17.688,2.32,0.137,0.306,0.228,0.163,0.786,47.254,2.251,2.874,0.681,2.651,2012-07-31,10559644.0,9477567.0
KLAC,2012Q3,2012-07-31,7.275,11.518,2.673,0.237,0.361,0.249,0.263,0.583,19.276,3.776,4.523,0.672,2.684,2012-07-31,2711383.0,1764326.0
HPQ,2012Q3,2012-07-31,5.857,7.07,0.29,0.042,0.119,0.116,0.117,2.212,13.479,0.945,1.103,0.975,0.773,2012-07-31,16097300.0,28829700.0
IBM,2012Q3,2012-07-31,9.552,14.604,2.093,0.15,0.242,0.229,0.724,4.276,19.464,1.162,1.23,0.94,10.819,2012-07-31,3507200.0,2559400.0
INTC,2012Q3,2012-07-31,5.424,10.89,2.379,0.232,0.437,0.346,0.254,0.491,77.514,1.828,2.187,0.773,2.595,2012-07-31,26548813.0,29064338.0
VMW,2012Q3,2012-07-31,39.996,49.868,2.903,0.198,0.253,0.13,0.18,0.772,189.212,2.432,2.432,0.48,2.223,2012-07-31,1845200.0,2487300.0
CRM,2012Q3,2012-07-31,165.003,-135.17,6.983,-0.013,0.048,0.033,-0.022,1.322,-1.691,0.688,0.688,0.645,9.483,2012-07-31,2295300.0,2214300.0
ANSS,2012Q3,2012-07-31,15.546,30.907,7.703,0.256,0.48,0.15,0.105,0.383,84.481,1.89,1.89,0.301,2.875,2012-07-31,579555.0,889459.0
LRCX,2012Q3,2012-07-31,12.201,1.529,2.401,0.103,0.175,0.124,0.115,0.624,11.563,4.558,5.169,0.663,2.462,2012-07-31,2462474.0,2921200.0
MSFT,2012Q3,2012-07-31,7.87,10.755,3.383,0.32,0.419,0.286,0.391,0.791,73.392,2.769,2.83,0.654,3.524,2012-07-31,37405308.0,31658952.0
VMW,2012Q4,2012-10-31,38.102,48.44,2.602,0.182,0.248,0.125,0.163,0.779,187.007,2.481,2.481,0.476,2.045,2012-10-31,1406100.0,2308000.0
SNPS,2012Q4,2012-10-31,11.113,24.769,2.871,0.114,0.231,0.113,0.089,0.595,117.541,1.248,1.248,0.474,2.032,2012-10-31,533136.0,888348.0
INTU,2012Q4,2012-10-31,12.253,23.583,4.242,0.185,0.347,0.294,0.286,0.707,23.94,1.204,1.204,0.848,6.417,2012-10-31,1609357.0,1696051.0
KLAC,2012Q4,2012-10-31,8.168,10.485,2.444,0.238,0.346,0.224,0.245,0.538,18.829,4.071,4.826,0.649,2.338,2012-10-31,2710446.0,2324345.0
ONNN,2012Q4,2012-10-31,9.103,-123.0,0.874,-0.007,0.163,0.13,-0.015,1.567,4.336,1.158,1.696,0.814,1.794,2012-10-31,4138517.0,10789580.0
GOOG,2012Q4,2012-10-31,12.792,1.005,4.216,0.261,0.364,0.219,0.196,0.273,159.488,5.121,5.136,0.561,2.722,2012-10-31,1677914.0,2104072.0
AMD,2012Q4,2012-10-31,7.812,-2.384,0.227,-0.099,0.126,0.157,-0.417,2.674,3.076,1.277,1.569,1.262,1.299,2012-10-31,17433400.0,21776900.0
ORCL,2012Q4,2012-10-31,9.547,15.386,4.056,0.276,0.459,0.226,0.24,0.75,18.357,2.95,2.963,0.489,3.457,2012-10-31,21782645.0,22723213.0
ANSS,2012Q4,2012-10-31,15.576,35.302,8.66,0.251,0.474,0.149,0.104,0.386,88.632,1.755,1.755,0.306,3.397,2012-10-31,444712.0,1401343.0
DELL,2012Q4,2012-10-31,6.989,5.467,0.266,0.05,0.085,0.119,0.341,3.742,14.386,1.279,1.349,1.387,1.645,2012-10-31,14960495.0,15040531.0
CDNS,2012Q4,2012-10-31,12.592,33.289,2.85,0.086,0.215,0.147,0.27,3.139,4.654,1.12,1.167,0.686,7.056,2012-10-31,2057387.0,3985994.0
WDC,2012Q4,2012-10-31,3.281,5.202,0.668,0.129,0.236,0.264,0.245,0.852,111.895,1.471,1.771,1.118,1.087,2012-10-31,3782273.0,3055529.0
NVDA,2012Q4,2012-10-31,10.871,0.389,1.876,0.119,0.199,0.15,0.115,0.319,218.803,3.767,4.134,0.717,1.628,2012-10-31,8641519.0,11685077.0
CSCO,2012Q4,2012-10-31,8.204,11.507,1.977,0.175,0.267,0.137,0.163,0.789,17.423,3.399,3.493,0.515,1.771,2012-10-31,36544302.0,31837545.0
ADI,2012Q4,2012-10-31,12.754,18.281,4.295,0.241,0.355,0.182,0.172,0.374,32.775,7.969,8.547,0.508,2.902,2012-10-31,2063423.0,2453675.0
AMZN,2012Q4,2012-10-31,39.308,14.201,1.942,0.007,0.044,0.115,0.049,1.828,9.95,0.793,1.177,2.536,14.056,2012-10-31,4850647.0,3799924.0
